,Unnamed: 0,beds,baths,size,lot_size,zip_code,price,Area,Possibility to negotiate,Price cut on original price,longitude,latitude
519,519,5,3.0,978.7,5398.1,98116,796739.0,Central/Downtown,Low,0,-122.39392,47.57487
520,520,3,6.5,2395.7,21780.0,98102,5685189.8,Central/Downtown,Middle,31584,-122.32253,47.63287
521,521,7,7.0,3585.8,7507.8,98115,1882318.2,Central/Downtown,Middle,73201,-122.30122,47.68382
522,522,5,4.5,2318.0,3729.2,98199,1706906.5,Central/Downtown,Low,18965,-122.39758,47.64767
523,523,6,5.5,2524.5,2920.5,98102,1708583.7,Central/Downtown,Low,0,-122.32253,47.63287
524,524,3,3.0,889.4,616.4,98103,703720.8,Central/Downtown,Low,31276,-122.34166,47.671346
525,525,3,4.5,1994.1,1370.6,98103,1399293.3,Central/Downtown,Middle,46643,-122.34166,47.671346
526,526,3,4.5,1297.0,169884.0,98118,479484.0,Central/Downtown,Low,18646,-122.27496,47.543348
527,527,4,3.0,1467.2,21780.0,98178,480822.0,Central/Downtown,Middle,10684,-122.24664,47.497971
528,528,4,3.0,821.5,6039.8,98116,719331.4,Central/Downtown,Middle,35966,-122.39392,47.57487
529,529,3,3.0,973.4,13068.0,98116,586551.4,Central/Downtown,High,22810,-122.39392,47.57487
530,530,5,4.0,2625.3,3939.6,98103,1454005.2,Central/Downtown,Middle,72700,-122.34166,47.671346
531,531,6,4.0,2271.3,4992.2,98106,565026.7,Central/Downtown,Low,25112,-122.35443,47.53282
532,532,5,3.5,1696.7,1324.8,98107,915212.3,Central/Downtown,Middle,30507,-122.37468,47.66747
533,533,4,3.0,2392.7,4911.3,98122,684153.6,Central/Downtown,Middle,30406,-122.30406,47.61157
534,534,5,5.5,1767.0,995.5,98122,1018426.7,Central/Downtown,High,22631,-122.30406,47.61157
535,535,3,2.0,609.3,4537.5,98107,405213.0,Central/Downtown,Middle,20260,-122.37468,47.66747
536,536,4,3.5,1429.1,21780.0,98103,1206313.2,Central/Downtown,Middle,20105,-122.34166,47.671346
537,537,4,3.0,1612.5,13068.0,98125,503507.4,Central/Downtown,Middle,22378,-122.30308,47.716648
538,538,7,5.0,2893.9,5042.3,98117,1210540.8,Central/Downtown,Middle,26900,-122.37838,47.685919
539,539,6,6.0,2987.1,4700.3,98108,1172667.0,Central/Downtown,Middle,39088,-122.31514,47.546188
540,540,5,4.0,1309.0,8227.7,98106,517884.9,Central/Downtown,Low,5754,-122.35443,47.53282
541,541,3,2.5,857.0,43560.0,98133,500584.0,Central/Downtown,Middle,25029,-122.34461,47.733852
542,542,4,4.0,2637.0,4655.0,98144,1181861.6,Central/Downtown,Middle,59093,-122.30081,47.58577
543,543,4,3.0,691.6,6207.2,98117,510306.0,Central/Downtown,Middle,11340,-122.37838,47.685919
544,544,5,3.5,1853.2,3213.5,98117,982782.2,Central/Downtown,High,49139,-122.37838,47.685919
545,545,4,4.5,1556.5,169884.0,98126,624275.9,Central/Downtown,Middle,13872,-122.3748,47.54687
546,546,6,3.0,3079.7,5802.3,98199,1536190.6,Central/Downtown,Middle,17068,-122.39758,47.64767
547,547,6,4.5,4320.6,6504.1,98105,3278412.7,Central/Downtown,Middle,145707,-122.30118,47.66377
548,548,4,3.5,1496.8,6211.1,98126,659736.0,Central/Downtown,Middle,32986,-122.3748,47.54687
549,549,5,2.0,1405.0,13068.0,98146,407127.2,Central/Downtown,Low,4523,-122.35688,47.501753
550,550,4,4.0,965.6,78408.0,98115,439385.7,Central/Downtown,Middle,7323,-122.30122,47.68382
551,551,5,4.0,2263.1,4728.6,98108,745139.8,Central/Downtown,High,16558,-122.31514,47.546188
552,552,5,5.0,1789.4,2174.1,98107,958760.0,Central/Downtown,High,37285,-122.37468,47.66747
553,553,4,4.0,1479.0,2766.2,98103,819599.8,Central/Downtown,Middle,9106,-122.34166,47.671346
554,554,6,3.5,1747.8,4511.7,98118,706500.7,Central/Downtown,High,27475,-122.27496,47.543348
555,555,4,4.5,1252.3,1147.9,98107,841898.8,Central/Downtown,Middle,37417,-122.37468,47.66747
556,556,4,3.0,1527.7,8132.6,98117,815104.4,Central/Downtown,Middle,18113,-122.37838,47.685919
557,557,3,3.0,1134.7,17424.0,98112,591265.6,Central/Downtown,Middle,3284,-122.29752,47.629653
558,558,4,4.5,1505.4,1559.2,98144,666783.5,Central/Downtown,Low,11113,-122.30081,47.58577
559,559,3,3.0,646.4,200375.99999999997,98133,295711.2,Central/Downtown,Low,8214,-122.34461,47.733852
560,560,4,4.0,1334.2,6508.7,98116,859063.2,Central/Downtown,High,14317,-122.39392,47.57487
561,561,4,4.0,2802.7,3515.9,98199,1257092.9,Central/Downtown,Middle,41903,-122.39758,47.64767
562,562,2,3.0,670.9,39204.0,98144,497660.1,Central/Downtown,Middle,19353,-122.30081,47.58577
563,563,4,5.0,2372.3,5469.2,98122,1440031.3,Central/Downtown,Middle,0,-122.30406,47.61157
564,564,5,2.0,1058.3,3644.4,98112,895657.4,Central/Downtown,High,4975,-122.29752,47.629653
565,565,5,4.0,1560.0,2943.1,98117,1144312.7,Central/Downtown,Low,0,-122.37838,47.685919
566,566,4,4.0,1808.1,1605.6,98122,862008.9,Central/Downtown,Middle,9577,-122.30406,47.61157
567,567,4,4.0,1387.4,699.4,98122,844752.3,Central/Downtown,High,37544,-122.30406,47.61157
568,568,15,7.0,3702.0,4551.4,98106,1217296.5,Central/Downtown,Low,6762,-122.35443,47.53282
569,569,4,3.5,2183.0,3701.7,98107,1065573.6,Central/Downtown,Low,5919,-122.37468,47.66747
570,570,6,4.0,2481.0,2893.8,98105,956180.5,Central/Downtown,Middle,0,-122.30118,47.66377
571,571,6,5.0,3040.3,5487.5,98115,1215225.1,Central/Downtown,Middle,13502,-122.30122,47.68382
572,572,4,3.5,1920.2,2320.5,98118,754740.5,Central/Downtown,High,0,-122.27496,47.543348
573,573,4,2.0,831.6,4372.0,98117,780972.6,Central/Downtown,Middle,21693,-122.37838,47.685919
574,574,5,2.0,1917.9,4519.9,98117,780679.9,Central/Downtown,Middle,0,-122.37838,47.685919
575,575,4,2.0,2402.5,4678.9,98122,756207.4,Central/Downtown,Middle,8402,-122.30406,47.61157
576,576,4,4.0,1490.0,4965.8,98116,887855.7,Central/Downtown,Low,9865,-122.39392,47.57487
577,577,3,3.0,1040.7,4227.7,98199,1070552.5,Central/Downtown,Middle,11895,-122.39758,47.64767
578,578,2,3.0,512.6,52272.0,98121,385763.1,Central/Downtown,Middle,6429,-122.34578,47.61487
579,579,2,3.0,584.9,5749.1,98178,482915.0,Central/Downtown,Middle,8048,-122.24664,47.497971
580,580,4,5.0,1618.1,7660.6,98177,786286.1,Central/Downtown,High,39314,-122.36978,47.740886
581,581,3,4.0,986.9,82764.0,98115,461926.8,Central/Downtown,Middle,2566,-122.30122,47.68382
582,582,2,3.0,499.5,2383.6,98118,354046.6,Central/Downtown,High,9834,-122.27496,47.543348
583,583,5,3.0,1307.1,5028.2,98106,634133.1,Central/Downtown,Middle,21137,-122.35443,47.53282
584,584,4,4.5,1381.6,2604.7,98133,701044.0,Central/Downtown,Middle,0,-122.34461,47.733852
585,585,5,3.0,1685.3,3877.0,98103,855334.3,Central/Downtown,Middle,9503,-122.34166,47.671346
586,586,4,4.0,2857.9,13068.0,98118,1018091.5,Central/Downtown,Middle,5656,-122.27496,47.543348
587,587,6,3.5,2045.7,3141.6,98105,917549.9,Central/Downtown,Middle,20389,-122.30118,47.66377
588,588,4,4.5,1346.3,1393.6,98117,676214.4,Central/Downtown,Middle,3756,-122.37838,47.685919
589,589,3,3.0,1306.9,4424.3,98117,901409.8,Central/Downtown,Middle,15023,-122.37838,47.685919
590,590,4,4.0,816.4,1935.2,98102,1563442.8,Central/Downtown,Low,0,-122.32253,47.63287
591,591,3,4.0,1106.1,751.5,98109,755889.5,Central/Downtown,Low,25196,-122.34675,47.630648
592,592,5,2.5,1162.8,13068.0,98178,534110.8,Central/Downtown,Middle,20770,-122.24664,47.497971
593,593,7,5.0,3268.7,6599.9,98117,1671863.4,Central/Downtown,Low,0,-122.37838,47.685919
594,594,4,3.0,1453.5,1100.7,98117,767214.9,Central/Downtown,Middle,29836,-122.37838,47.685919
595,595,6,4.0,2906.9,6851.2,98115,1097305.1,Central/Downtown,Middle,42672,-122.30122,47.68382
596,596,6,3.0,2082.4,7785.2,98178,758766.5,Central/Downtown,Low,0,-122.24664,47.497971
597,597,6,5.5,2562.0,4688.7,98118,1587581.5,Central/Downtown,High,44099,-122.27496,47.543348
598,598,5,3.5,3526.0,6923.4,98118,1859059.4,Central/Downtown,Middle,51640,-122.27496,47.543348
599,599,4,2.0,1993.3,6412.4,98199,919918.6,Central/Downtown,Low,10221,-122.39758,47.64767
600,600,5,2.0,1463.2,3266.2,98119,954263.6,Central/Downtown,Middle,0,-122.36694,47.63877
601,601,5,2.5,1962.8,3727.2,98105,807801.9,Central/Downtown,Middle,0,-122.30118,47.66377
602,602,5,4.5,1814.0,4938.2,98146,629668.4,Central/Downtown,Low,3498,-122.35688,47.501753
603,603,5,4.0,1356.3,2966.3,98103,1172821.4,Central/Downtown,High,52125,-122.34166,47.671346
604,604,6,3.5,1184.6,3892.4,98122,937322.7,Central/Downtown,Middle,36451,-122.30406,47.61157
605,605,5,4.0,998.1,5051.2,98106,554051.4,Central/Downtown,High,12312,-122.35443,47.53282
606,606,3,3.0,757.2,5496.7,98106,446176.5,Central/Downtown,Low,9915,-122.35443,47.53282
607,607,6,4.0,2252.8,13068.0,98115,1078975.6,Central/Downtown,Low,53948,-122.30122,47.68382
608,608,5,3.5,2052.5,3845.3,98103,1271322.9,Central/Downtown,Low,49440,-122.34166,47.671346
609,609,4,2.5,1017.4,890.3,98103,597356.3,Central/Downtown,Middle,13274,-122.34166,47.671346
610,610,4,4.5,1900.0,1648.7,98122,1165949.9,Central/Downtown,Low,58297,-122.30406,47.61157
611,611,4,3.5,1467.1,1144.8,98117,668732.7,Central/Downtown,Low,11145,-122.37838,47.685919
612,612,3,3.0,931.8,755.4,98118,577870.6,Central/Downtown,Middle,28893,-122.27496,47.543348
613,613,5,4.0,1048.8,2447.3,98122,585223.5,Central/Downtown,Middle,19507,-122.30406,47.61157
614,614,5,4.0,2010.6,5932.1,98103,1106688.9,Central/Downtown,Middle,55334,-122.34166,47.671346
615,615,4,4.5,1285.0,810.2,98102,1025063.7,Central/Downtown,High,28473,-122.32253,47.63287
616,616,4,4.5,1228.4,1283.8,98117,789648.8,Central/Downtown,Middle,21934,-122.37838,47.685919
617,617,5,6.5,4413.8,4946.8,98144,1622313.6,Central/Downtown,Middle,9012,-122.30081,47.58577
618,618,5,3.0,1012.2,6399.5,98168,488969.4,Central/Downtown,Middle,19015,-122.3027,47.491327
619,619,4,3.5,1821.0,1279.5,98103,1470741.7,Central/Downtown,Low,49024,-122.34166,47.671346
620,620,4,3.0,1054.3,39204.0,98116,639136.3,Central/Downtown,Low,14203,-122.39392,47.57487
621,621,5,3.5,1025.2,651.3,98144,665315.0,Central/Downtown,Middle,11088,-122.30081,47.58577
622,622,4,2.5,1608.7,3671.6,98144,636327.8,Central/Downtown,Low,17675,-122.30081,47.58577
623,623,3,4.0,953.0,6828.1,98125,771515.2,Central/Downtown,Low,21430,-122.30308,47.716648
624,624,4,3.0,1415.2,905.8,98107,823613.9,Central/Downtown,Middle,9151,-122.37468,47.66747
625,625,4,3.5,1405.4,6867.9,98146,664050.0,Central/Downtown,Middle,29513,-122.35688,47.501753
626,626,5,5.5,3087.7,5686.9,98136,1462609.6,Central/Downtown,Low,0,-122.38803,47.538887
627,627,5,4.0,1851.6,7404.4,98136,708535.2,Central/Downtown,Middle,15745,-122.38803,47.538887
628,628,4,4.5,1440.9,1031.5,98122,989740.4,Central/Downtown,Low,49487,-122.30406,47.61157
629,629,5,4.0,1128.9,788.8,98144,711640.6,Central/Downtown,Middle,15814,-122.30081,47.58577
630,630,6,3.0,2405.8,3667.7,98122,685482.7,Central/Downtown,Middle,30465,-122.30406,47.61157
631,631,4,5.5,2160.5,1474.9,98103,1104025.5,Central/Downtown,Middle,30667,-122.34166,47.671346
632,632,3,3.0,228.1,10689624.0,98103,152769.1,Central/Downtown,Middle,3394,-122.34166,47.671346
633,633,9,6.0,3005.6,8156.3,98146,926650.3,Central/Downtown,Middle,41184,-122.35688,47.501753
634,634,3,4.0,1122.6,546.8,98115,671221.2,Central/Downtown,High,3729,-122.30122,47.68382
635,635,3,2.0,782.1,8764.4,98126,370552.4,Central/Downtown,Low,6175,-122.3748,47.54687
636,636,5,4.5,1984.1,8816.6,98177,791353.7,Central/Downtown,Low,26378,-122.36978,47.740886
637,637,4,5.5,1887.5,5900.4,98125,564467.1,Central/Downtown,Low,21951,-122.30308,47.716648
638,638,5,4.0,2809.9,13068.0,98168,198335.8,Central/Downtown,High,9916,-122.3027,47.491327
639,639,5,3.0,2260.3,5928.6,98118,1236795.2,Central/Downtown,Low,13742,-122.27496,47.543348
640,640,3,4.5,1280.1,845.5,98105,683138.0,Central/Downtown,Middle,0,-122.30118,47.66377
641,641,5,4.0,1515.3,5449.3,98136,830390.1,Central/Downtown,High,36906,-122.38803,47.538887
642,642,3,4.0,1086.7,1406.6,98177,658703.4,Central/Downtown,Middle,25616,-122.36978,47.740886
643,643,3,3.0,588.9,104544.0,98115,267746.3,Central/Downtown,Low,1487,-122.30122,47.68382
644,644,3,3.0,1155.1,4633.9,98144,296404.8,Central/Downtown,Middle,14820,-122.30081,47.58577
645,645,6,3.5,2627.2,4281.1,98105,1096889.4,Central/Downtown,Middle,24375,-122.30118,47.66377
646,646,4,3.5,1004.0,694.1,98107,690896.5,Central/Downtown,Middle,3838,-122.37468,47.66747
647,647,6,3.0,2053.6,4990.6,98106,680086.7,Central/Downtown,Middle,11334,-122.35443,47.53282
648,648,6,5.0,1858.3,2206.1,98103,1046138.4,Central/Downtown,Middle,46495,-122.34166,47.671346
649,649,5,4.0,1820.3,8358.7,98177,1326839.7,Central/Downtown,High,22113,-122.36978,47.740886
650,650,4,4.5,1491.9,977.9,98144,700864.5,Central/Downtown,Middle,15574,-122.30081,47.58577
651,651,3,3.5,747.0,3702.7,98106,464394.4,Central/Downtown,Middle,2579,-122.35443,47.53282
652,652,3,4.0,1205.2,721.1,98107,827801.2,Central/Downtown,High,9197,-122.37468,47.66747
653,653,3,2.0,2256.6,8368.3,98168,516563.5,Central/Downtown,Middle,5739,-122.3027,47.491327
654,654,4,2.5,1114.4,4953.7,98102,942743.8,Central/Downtown,Middle,26187,-122.32253,47.63287
655,655,5,3.0,2119.2,7541.4,98168,589949.5,Central/Downtown,Middle,3277,-122.3027,47.491327
656,656,3,4.0,1078.9,1139.2,98126,728342.0,Central/Downtown,Middle,24278,-122.3748,47.54687
657,657,5,5.0,1823.1,4876.4,98136,1198251.9,Central/Downtown,Middle,0,-122.38803,47.538887
658,658,3,2.0,570.2,13068.0,98101,302705.8,Central/Downtown,Low,8408,-122.33438,47.61067
659,659,4,3.0,1148.6,830.7,98109,861816.1,Central/Downtown,Middle,14363,-122.34675,47.630648
660,660,4,3.0,1709.4,3115.7,98117,1058524.4,Central/Downtown,Low,11761,-122.37838,47.685919
661,661,5,2.0,1158.6,6694.3,98106,451301.8,Central/Downtown,Middle,0,-122.35443,47.53282
662,662,7,6.5,5451.3,7746.3,98122,4819066.0,Central/Downtown,Low,214180,-122.30406,47.61157
663,663,4,4.5,1575.1,919.0,98117,862653.8,Central/Downtown,Middle,38340,-122.37838,47.685919
664,664,3,3.0,922.8,620.2,98103,652172.0,Central/Downtown,Middle,25362,-122.34166,47.671346
665,665,4,2.0,767.4,5704.6,98178,522264.7,Central/Downtown,Middle,20310,-122.24664,47.497971
666,666,3,3.0,349.5,8712.0,98199,969297.0,Central/Downtown,Middle,32309,-122.39758,47.64767
667,667,8,6.5,4343.7,13068.0,98178,2053303.7,Central/Downtown,Low,0,-122.24664,47.497971
668,668,4,4.0,1220.1,3725.0,98199,1051544.9,Central/Downtown,Middle,0,-122.39758,47.64767
669,669,4,4.5,2078.1,1693.1,98115,1172279.7,Central/Downtown,High,19537,-122.30122,47.68382
670,670,4,4.5,1524.8,1130.3,98107,1076516.7,Central/Downtown,Low,5980,-122.37468,47.66747
671,671,6,3.0,2675.0,91476.0,98168,640268.3,Central/Downtown,Middle,0,-122.3027,47.491327
672,672,6,5.5,3611.8,4838.8,98199,2702210.1,Central/Downtown,Middle,120098,-122.39758,47.64767
673,673,4,2.0,1016.7,5372.1,98108,801913.9,Central/Downtown,Middle,0,-122.31514,47.546188
674,674,4,3.5,1466.7,1388.2,98199,812339.6,Central/Downtown,High,27077,-122.39758,47.64767
675,675,3,5.0,1192.4,30491.999999999996,98136,568453.0,Central/Downtown,High,25264,-122.38803,47.538887
676,676,6,3.5,2366.1,3313.9,98115,1274252.7,Central/Downtown,High,56633,-122.30122,47.68382
677,677,3,3.0,998.2,5682.6,98199,855046.7,Central/Downtown,Low,9500,-122.39758,47.64767
678,678,4,3.0,1251.7,5926.3,98126,797543.2,Central/Downtown,High,22153,-122.3748,47.54687
679,679,5,4.5,2557.0,5916.7,98122,1575952.5,Central/Downtown,High,26265,-122.30406,47.61157
680,680,3,2.0,948.6,2452.6,98103,1057709.1,Central/Downtown,Middle,17628,-122.34166,47.671346
681,681,4,5.5,1752.9,991.0,98122,1149232.3,Central/Downtown,Middle,31923,-122.30406,47.61157
682,682,5,3.0,1727.8,7096.0,98168,488625.2,Central/Downtown,Middle,0,-122.3027,47.491327
683,683,7,5.0,3019.4,5575.4,98118,972211.8,Central/Downtown,Middle,10802,-122.27496,47.543348
684,684,4,3.0,1216.8,13068.0,98168,402302.2,Central/Downtown,Middle,20115,-122.3027,47.491327
685,685,6,4.5,1905.4,2297.6,98107,978376.9,Central/Downtown,Middle,32612,-122.37468,47.66747
686,686,6,5.0,2116.7,5256.9,98118,844820.2,Central/Downtown,Low,9386,-122.27496,47.543348
687,687,4,4.0,1629.0,4936.6,98126,707358.5,Central/Downtown,Middle,11789,-122.3748,47.54687
688,688,5,4.0,1146.2,2612.8,98133,556231.5,Central/Downtown,Middle,0,-122.34461,47.733852
689,689,3,3.0,959.1,710.9,98118,583434.6,Central/Downtown,Low,22689,-122.27496,47.543348
690,690,5,4.5,1478.2,1184.8,98119,937081.4,Central/Downtown,Middle,36442,-122.36694,47.63877
691,691,4,3.0,1051.4,5792.3,98118,591271.8,Central/Downtown,Low,9854,-122.27496,47.543348
692,692,5,4.5,1519.0,1545.1,98117,865495.3,Central/Downtown,Low,33658,-122.37838,47.685919
693,693,5,4.0,1418.2,3740.9,98118,450526.5,Central/Downtown,Middle,5005,-122.27496,47.543348
694,694,5,3.0,1558.7,2559.4,98107,898376.3,Central/Downtown,Low,44918,-122.37468,47.66747
695,695,5,4.0,2193.2,3601.9,98126,888860.5,Central/Downtown,Middle,39504,-122.3748,47.54687
696,696,6,5.5,1876.0,2332.8,98136,1054986.1,Central/Downtown,Low,52749,-122.38803,47.538887
697,697,4,4.5,821.1,815.7,98144,607837.3,Central/Downtown,Low,6753,-122.30081,47.58577
698,698,3,3.0,421.5,5942.4,98102,310660.0,Central/Downtown,Middle,5177,-122.32253,47.63287
699,699,5,3.5,2504.7,5444.5,98146,1130907.2,Central/Downtown,High,37696,-122.35688,47.501753
700,700,4,3.5,1255.2,2409.9,98118,588670.6,Central/Downtown,Middle,13081,-122.27496,47.543348
701,701,4,5.5,1695.2,1925.9,98122,809710.5,Central/Downtown,Middle,8996,-122.30406,47.61157
702,702,5,4.5,1788.6,2817.0,98118,1044160.8,Central/Downtown,High,52208,-122.27496,47.543348
703,703,6,2.0,1246.0,5661.9,98144,646308.9,Central/Downtown,Low,7181,-122.30081,47.58577
704,704,3,4.0,1033.3,1527.0,98103,628801.0,Central/Downtown,Middle,6986,-122.34166,47.671346
705,705,4,4.5,1341.5,1471.6,98115,571505.8,Central/Downtown,Low,3175,-122.30122,47.68382
706,706,5,4.5,1264.7,982.5,98136,772707.3,Central/Downtown,Middle,30049,-122.38803,47.538887
707,707,4,3.0,1913.0,3845.7,98108,801224.4,Central/Downtown,Middle,17804,-122.31514,47.546188
708,708,3,2.0,530.3,39204.0,98102,370135.9,Central/Downtown,Middle,18506,-122.32253,47.63287
709,709,5,4.0,1712.4,5500.7,98126,777023.3,Central/Downtown,Low,8633,-122.3748,47.54687
710,710,5,4.0,1416.3,4796.3,98116,744134.9,Central/Downtown,High,33072,-122.39392,47.57487
711,711,4,3.5,1432.2,7719.4,98133,823884.3,Central/Downtown,Low,4577,-122.34461,47.733852
712,712,5,4.0,1639.7,7900.2,98146,566247.3,Central/Downtown,Middle,6291,-122.35688,47.501753
713,713,6,3.5,2798.9,2959.1,98115,1523152.1,Central/Downtown,Middle,76157,-122.30122,47.68382
714,714,5,5.5,1440.7,1613.8,98136,802468.5,Central/Downtown,Low,35665,-122.38803,47.538887
715,715,3,2.0,611.4,17424.0,98109,415384.5,Central/Downtown,Low,0,-122.34675,47.630648
716,716,6,4.0,1421.7,4177.1,98126,745488.9,Central/Downtown,Middle,12424,-122.3748,47.54687
717,717,4,4.5,2490.6,2750.9,98122,1512549.4,Central/Downtown,Middle,58821,-122.30406,47.61157
718,718,4,5.0,1049.3,17424.0,98144,511840.3,Central/Downtown,Middle,11374,-122.30081,47.58577
719,719,4,4.0,1425.9,2336.5,98103,915423.8,Central/Downtown,High,5085,-122.34166,47.671346
720,720,4,9.0,2027.0,5283.1,98112,1756329.0,Central/Downtown,Middle,58544,-122.29752,47.629653
721,721,3,3.0,1382.2,2891.2,98115,497657.8,Central/Downtown,Middle,5529,-122.30122,47.68382
722,722,4,5.5,1304.1,1621.8,98115,825894.8,Central/Downtown,Low,36706,-122.30122,47.68382
723,723,6,6.0,1938.6,4872.7,98115,1325186.6,Central/Downtown,Middle,66259,-122.30122,47.68382
724,724,5,3.0,1400.5,43560.0,98117,927050.8,Central/Downtown,Middle,36051,-122.37838,47.685919
725,725,6,5.0,3043.7,8195.5,98199,1761999.6,Central/Downtown,Middle,48944,-122.39758,47.64767
726,726,4,4.0,862.6,13068.0,98126,390810.9,Central/Downtown,Middle,10855,-122.3748,47.54687
727,727,5,3.0,1634.7,1218.7,98103,1096242.5,Central/Downtown,Middle,6090,-122.34166,47.671346
728,728,5,3.5,1653.8,1063.9,98116,932739.0,Central/Downtown,Middle,5181,-122.39392,47.57487
729,729,6,4.0,2884.3,3677.5,98102,1890288.2,Central/Downtown,Middle,94514,-122.32253,47.63287
730,730,5,5.5,1437.5,1143.9,98103,676361.3,Central/Downtown,Low,0,-122.34166,47.671346
731,731,4,3.0,1992.9,5430.0,98119,821462.0,Central/Downtown,Middle,0,-122.36694,47.63877
732,732,5,4.5,1990.1,4532.0,98112,1662489.7,Central/Downtown,Low,64652,-122.29752,47.629653
733,733,3,3.5,1055.4,39204.0,98144,660596.7,Central/Downtown,Low,25689,-122.30081,47.58577
734,734,4,3.0,1772.9,8737.5,98112,2615541.9,Central/Downtown,Middle,58123,-122.29752,47.629653
735,735,3,4.0,1093.5,5534.7,98116,562356.3,Central/Downtown,Middle,24993,-122.39392,47.57487
736,736,5,4.0,2976.8,7208.6,98199,1908209.8,Central/Downtown,High,63606,-122.39758,47.64767
737,737,5,3.0,2289.2,5139.1,98115,959531.7,Central/Downtown,Low,47976,-122.30122,47.68382
738,738,3,4.5,1425.6,13068.0,98178,1678129.0,Central/Downtown,Middle,74583,-122.24664,47.497971
739,739,3,2.0,671.8,21780.0,98126,325968.0,Central/Downtown,Low,10865,-122.3748,47.54687
740,740,3,4.0,1116.7,726.4,98118,551418.6,Central/Downtown,Middle,24507,-122.27496,47.543348
741,741,10,7.0,3479.4,4275.8,98117,996241.1,Central/Downtown,Low,0,-122.37838,47.685919
742,742,8,7.5,4243.2,6354.6,98115,3230180.0,Central/Downtown,Middle,107672,-122.30122,47.68382
743,743,5,4.5,1238.5,1151.4,98117,683108.1,Central/Downtown,High,26565,-122.37838,47.685919
744,744,4,3.5,943.9,946.8,98115,706878.0,Central/Downtown,Middle,7854,-122.30122,47.68382
745,745,6,3.0,1400.9,8203.5,98125,641047.5,Central/Downtown,Low,24929,-122.30308,47.716648
746,746,2,3.0,1027.4,9204.8,98102,541706.4,Central/Downtown,Low,6018,-122.32253,47.63287
747,747,3,3.0,1492.8,3035.5,98103,701406.4,Central/Downtown,Middle,31173,-122.34166,47.671346
748,748,5,3.5,2544.4,4529.8,98117,1244538.6,Central/Downtown,Middle,41484,-122.37838,47.685919
749,749,4,3.5,1343.3,720.3,98103,874595.7,Central/Downtown,Low,14576,-122.34166,47.671346
750,750,6,4.0,1607.4,9007.3,98118,622446.2,Central/Downtown,Low,13832,-122.27496,47.543348
751,751,5,4.5,1492.4,1307.8,98103,1070595.0,Central/Downtown,Middle,47582,-122.34166,47.671346
752,752,3,3.0,791.3,6391.8,98125,523042.1,Central/Downtown,Middle,0,-122.30308,47.716648
753,753,4,2.0,885.7,2824.7,98103,466556.3,Central/Downtown,Middle,5183,-122.34166,47.671346
754,754,7,5.5,3430.3,7215.2,98122,1931432.4,Central/Downtown,Middle,21460,-122.30406,47.61157
755,755,6,4.0,2297.1,4562.1,98199,1403836.0,Central/Downtown,Middle,70191,-122.39758,47.64767
756,756,4,4.0,2225.7,8780.0,98125,626610.3,Central/Downtown,Middle,10443,-122.30308,47.716648
757,757,3,4.0,1464.5,5935.6,98108,699226.7,Central/Downtown,Low,7769,-122.31514,47.546188
758,758,6,6.5,2312.2,8425.0,98146,1419839.0,Central/Downtown,Middle,39439,-122.35688,47.501753
759,759,3,3.5,919.9,43560.0,98103,1198431.6,Central/Downtown,Middle,39947,-122.34166,47.671346
760,760,5,3.5,1548.8,4784.6,98103,1039970.9,Central/Downtown,High,46220,-122.34166,47.671346
761,761,5,2.5,2241.0,3769.5,98112,1329885.3,Central/Downtown,Low,66494,-122.29752,47.629653
762,762,2,3.0,577.9,17424.0,98105,394639.1,Central/Downtown,Middle,8769,-122.30118,47.66377
763,763,5,4.0,1407.6,5545.6,98118,641925.6,Central/Downtown,Low,10698,-122.27496,47.543348
764,764,5,3.5,1113.3,1113.9,98118,558344.6,Central/Downtown,Low,3101,-122.27496,47.543348
765,765,4,4.0,2664.5,7841.7,98177,1265301.8,Central/Downtown,Middle,42176,-122.36978,47.740886
766,766,5,4.0,2130.3,6328.8,98118,1195373.8,Central/Downtown,High,6640,-122.27496,47.543348
767,767,3,3.0,1303.6,767.7,98199,834090.9,Central/Downtown,Low,32436,-122.39758,47.64767
768,768,5,4.5,2455.0,7161.3,98136,1005095.9,Central/Downtown,Middle,11167,-122.38803,47.538887
769,769,4,4.0,2481.6,13068.0,98121,810009.5,Central/Downtown,Middle,22500,-122.34578,47.61487
770,770,3,3.0,1184.6,4558.5,98126,570395.8,Central/Downtown,Middle,22182,-122.3748,47.54687
771,771,8,8.0,3181.9,2205.8,98103,1192907.5,Central/Downtown,Middle,53018,-122.34166,47.671346
772,772,6,3.0,1643.9,52272.0,98105,723859.6,Central/Downtown,Middle,4021,-122.30118,47.66377
773,773,5,4.0,2172.1,5030.7,98105,1091733.0,Central/Downtown,Middle,36391,-122.30118,47.66377
774,774,4,3.0,3628.5,4738.7,98122,481132.2,Central/Downtown,Middle,0,-122.30406,47.61157
775,775,5,4.5,1468.5,2908.8,98117,1059868.4,Central/Downtown,High,52993,-122.37838,47.685919
776,776,6,4.5,3107.5,3550.2,98112,2301156.6,Central/Downtown,Middle,38352,-122.29752,47.629653
777,777,3,2.0,2016.4,5937.4,98106,475753.3,Central/Downtown,High,13215,-122.35443,47.53282
778,778,5,3.5,1502.4,2613.6,98106,650371.9,Central/Downtown,Middle,14452,-122.35443,47.53282
779,779,3,3.0,589.7,17424.0,98144,464978.8,Central/Downtown,Middle,2583,-122.30081,47.58577
